avg_distance_km,bag_size_kg,bags_available,bags_ordered,batch_id,buyer_type,capacity_per_day,contact,created_at,facilities_count,facility_id,facility_name,farmer_id,farmer_name,farmers_count,fruit_type,inventory_id,last_update_at,order_at,order_id,order_status,price_per_bag,price_per_kg,product_id,qty_kg,region_id,region_name,released_at,source_inventory_id,start_at,status,surplus_kg,table_type
,1.0,18,,B1005,,,,,,,,,,,Grape,,,,,,17.21,,P9003,,,,2025-10-25 05:00,,,,,product
,1.0,71,,B1010,,,,,,,,,,,Apple,,,,,,6.55,,P9004,,,,2025-10-25 23:00,,,,,product
,1.5,47,,B1010,,,,,,,,,,,Apple,,,,,,9.28,,P9005,,,,2025-10-25 23:00,,,,,product
,1.0,74,,B1018,,,,,,,,,,,Orange,,,,,,7.86,,P9006,,,,2025-10-16 16:00,,,,,product
,1.5,49,,B1018,,,,,,,,,,,Orange,,,,,,11.02,,P9007,,,,2025-10-16 16:00,,,,,product
,1.5,24,,B1020,,,,,,,,,,,Cherry,,,,,,33.49,,P9008,,,,2025-10-20 16:00,,,,,product
,1.0,36,,B1020,,,,,,,,,,,Cherry,,,,,,21.87,,P9009,,,,2025-10-20 16:00,,,,,product
,1.0,64,,B1025,,,,,,,,,,,Blueberry,,,,,,25.1,,P9010,,,,2025-11-02 02:00,,,,,product
,0.5,129,,B1025,,,,,,,,,,,Blueberry,,,,,,13.6,,P9011,,,,2025-11-02 02:00,,,,,product
,1.5,54,,B1029,,,,,,,,,,,Mango,,,,,,28.01,,P9012,,,,2025-11-09 00:00,,,,,product
,0.5,163,,B1029,,,,,,,,,,,Mango,,,,,,9.17,,P9013,,,,2025-11-09 00:00,,,,,product
,1.0,29,,B1030,,,,,,,,,,,Apple,,,,,,5.96,,P9014,,,,2025-10-15 16:00,,,,,product
,0.5,58,,B1030,,,,,,,,,,,Apple,,,,,,3.42,,P9015,,,,2025-10-15 16:00,,,,,product
,1.5,19,,B1030,,,,,,,,,,,Apple,,,,,,9.48,,P9016,,,,2025-10-15 16:00,,,,,product
,1.0,18,,B1031,,,,,,,,,,,Strawberry,,,,,,13.54,,P9017,,,,2025-10-20 15:00,,,,,product
,0.5,37,,B1031,,,,,,,,,,,Strawberry,,,,,,7.22,,P9018,,,,2025-10-20 15:00,,,,,product
,1.5,12,,B1031,,,,,,,,,,,Strawberry,,,,,,19.56,,P9019,,,,2025-10-20 15:00,,,,,product
,1.5,70,,B1033,,,,,,,,,,,Strawberry,,,,,,18.97,,P9020,,,,2025-11-08 21:00,,,,,product
,1.5,129,,B1037,,,,,,,,,,,Blueberry,,,,,,40.41,,P9021,,,,2025-10-30 15:00,,,,,product
,0.5,130,,B1038,,,,,,,,,,,Strawberry,,,,,,6.49,,P9022,,,,2025-10-30 00:00,,,,,product
,1.0,65,,B1038,,,,,,,,,,,Strawberry,,,,,,13.2,,P9023,,,,2025-10-30 00:00,,,,,product
,1.0,95,,B1039,,,,,,,,,,,Mango,,,,,,18.85,,P9024,,,,2025-10-29 10:00,,,,,product
,1.5,51,,B1041,,,,,,,,,,,Grape,,,,,,25.7,,P9025,,,,2025-11-12 23:00,,,,,product
,0.5,153,,B1041,,,,,,,,,,,Grape,,,,,,8.31,,P9026,,,,2025-11-12 23:00,,,,,product
,1.5,86,,B1045,,,,,,,,,,,Blueberry,,,,,,38.42,,P9027,,,,2025-11-09 18:00,,,,,product
,1.5,24,,B1048,,,,,,,,,,,Mango,,,,,,29.17,,P9028,,,,2025-10-23 00:00,,,,,product
,0.5,72,,B1048,,,,,,,,,,,Mango,,,,,,9.27,,P9029,,,,2025-10-23 00:00,,,,,product
,1.0,36,,B1048,,,,,,,,,,,Mango,,,,,,20.03,,P9030,,,,2025-10-23 00:00,,,,,product
,1.0,77,,B1053,,,,,,,,,,,Mango,,,,,,20.55,,P9031,,,,2025-10-18 14:00,,,,,product
,0.5,155,,B1053,,,,,,,,,,,Mango,,,,,,10.03,,P9032,,,,2025-10-18 14:00,,,,,product
,1.5,51,,B1053,,,,,,,,,,,Mango,,,,,,29.74,,P9033,,,,2025-10-18 14:00,,,,,product
,0.5,472,,B1055,,,,,,,,,,,Cherry,,,,,,11.12,,P9034,,,,2025-10-29 12:00,,,,,product
,1.5,43,,B1057,,,,,,,,,,,Apple,,,,,,7.66,,P9035,,,,2025-10-19 19:00,,,,,product
,0.5,129,,B1057,,,,,,,,,,,Apple,,,,,,3.08,,P9036,,,,2025-10-19 19:00,,,,,product
,1.0,64,,B1057,,,,,,,,,,,Apple,,,,,,4.75,,P9037,,,,2025-10-19 19:00,,,,,product
,1.0,47,,B1058,,,,,,,,,,,Blueberry,,,,,,25.01,,P9038,,,,2025-11-07 08:00,,,,,product
,1.5,31,,B1058,,,,,,,,,,,Blueberry,,,,,,37.66,,P9039,,,,2025-11-07 08:00,,,,,product
,1.5,43,,B1059,,,,,,,,,,,Grape,,,,,,24.0,,P9040,,,,2025-10-27 13:00,,,,,product
,0.5,129,,B1059,,,,,,,,,,,Grape,,,,,,8.72,,P9041,,,,2025-10-27 13:00,,,,,product
,1.5,46,,B1061,,,,,,,,,,,Grape,,,,,,23.49,,P9042,,,,2025-11-14 10:00,,,,,product
,1.0,69,,B1061,,,,,,,,,,,Grape,,,,,,15.2,,P9043,,,,2025-11-14 10:00,,,,,product
,0.5,139,,B1061,,,,,,,,,,,Grape,,,,,,7.43,,P9044,,,,2025-11-14 10:00,,,,,product
,1.5,24,,B1065,,,,,,,,,,,Cherry,,,,,,37.1,,P9045,,,,2025-11-10 04:00,,,,,product
,0.5,74,,B1065,,,,,,,,,,,Cherry,,,,,,12.92,,P9046,,,,2025-11-10 04:00,,,,,product
,1.0,37,,B1065,,,,,,,,,,,Cherry,,,,,,25.29,,P9047,,,,2025-11-10 04:00,,,,,product
,1.5,44,,B1068,,,,,,,,,,,Apple,,,,,,7.89,,P9048,,,,2025-10-29 12:00,,,,,product
,1.0,67,,B1068,,,,,,,,,,,Apple,,,,,,4.62,,P9049,,,,2025-10-29 12:00,,,,,product
,1.0,166,,B1070,,,,,,,,,,,Orange,,,,,,5.34,,P9050,,,,2025-11-04 18:00,,,,,product
,1.0,173,,B1076,,,,,,,,,,,Blueberry,,,,,,25.52,,P9051,,,,2025-10-20 21:00,,,,,product
,1.5,106,,B1077,,,,,,,,,,,Strawberry,,,,,,21.52,,P9052,,,,2025-11-01 07:00,,,,,product
,1.0,18,,B1078,,,,,,,,,,,Orange,,,,,,7.33,,P9053,,,,2025-11-12 00:00,,,,,product
,0.5,37,,B1078,,,,,,,,,,,Orange,,,,,,3.56,,P9054,,,,2025-11-12 00:00,,,,,product
,1.5,12,,B1078,,,,,,,,,,,Orange,,,,,,9.1,,P9055,,,,2025-11-12 00:00,,,,,product
,1.5,64,,B1080,,,,,,,,,,,Mango,,,,,,29.28,,P9056,,,,2025-10-27 09:00,,,,,product
,1.0,119,,B1082,,,,,,,,,,,Blueberry,,,,,,26.77,,P9057,,,,2025-11-03 02:00,,,,,product
,1.5,79,,B1082,,,,,,,,,,,Blueberry,,,,,,39.87,,P9058,,,,2025-11-03 02:00,,,,,product
,1.5,34,,B1084,,,,,,,,,,,Cherry,,,,,,35.81,,P9059,,,,2025-11-07 21:00,,,,,product
,0.5,100,,B1087,,,,,,,,,,,Blueberry,,,,,,12.56,,P9060,,,,2025-10-27 01:00,,,,,product
,1.5,33,,B1087,,,,,,,,,,,Blueberry,,,,,,39.92,,P9061,,,,2025-10-27 01:00,,,,,product
,1.0,50,,B1087,,,,,,,,,,,Blueberry,,,,,,26.06,,P9062,,,,2025-10-27 01:00,,,,,product
,0.5,93,,B1089,,,,,,,,,,,Apple,,,,,,3.48,,P9063,,,,2025-10-28 09:00,,,,,product
,1.0,46,,B1089,,,,,,,,,,,Apple,,,,,,5.64,,P9064,,,,2025-10-28 09:00,,,,,product
,0.5,89,,B1090,,,,,,,,,,,Orange,,,,,,3.27,,P9065,,,,2025-10-19 19:00,,,,,product
,1.5,29,,B1090,,,,,,,,,,,Orange,,,,,,8.58,,P9066,,,,2025-10-19 19:00,,,,,product
,0.5,50,,B1091,,,,,,,,,,,Mango,,,,,,10.59,,P9067,,,,2025-11-02 15:00,,,,,product
,1.0,25,,B1091,,,,,,,,,,,Mango,,,,,,20.1,,P9068,,,,2025-11-02 15:00,,,,,product
,1.5,16,,B1091,,,,,,,,,,,Mango,,,,,,30.36,,P9069,,,,2025-11-02 15:00,,,,,product
,0.5,194,,B1092,,,,,,,,,,,Cherry,,,,,,11.96,,P9070,,,,2025-10-31 02:00,,,,,product
,1.0,97,,B1092,,,,,,,,,,,Cherry,,,,,,25.03,,P9071,,,,2025-10-31 02:00,,,,,product
,0.5,56,,B1103,,,,,,,,,,,Cherry,,,,,,12.83,,P9072,,,,2025-10-24 19:00,,,,,product
,1.5,18,,B1103,,,,,,,,,,,Cherry,,,,,,36.72,,P9073,,,,2025-10-24 19:00,,,,,product
,1.0,28,,B1103,,,,,,,,,,,Cherry,,,,,,24.04,,P9074,,,,2025-10-24 19:00,,,,,product
,0.5,162,,B1117,,,,,,,,,,,Strawberry,,,,,,6.51,,P9075,,,,2025-10-21 07:00,,,,,product
,1.5,54,,B1117,,,,,,,,,,,Strawberry,,,,,,20.02,,P9076,,,,2025-10-21 07:00,,,,,product
,1.0,81,,B1117,,,,,,,,,,,Strawberry,,,,,,13.99,,P9077,,,,2025-10-21 07:00,,,,,product
,1.0,35,,B1125,,,,,,,,,,,Blueberry,,,,,,25.69,,P9078,,,,2025-11-01 00:00,,,,,product
,0.5,71,,B1125,,,,,,,,,,,Blueberry,,,,,,12.63,,P9079,,,,2025-11-01 00:00,,,,,product
,0.5,166,,B1129,,,,,,,,,,,Blueberry,,,,,,12.1,,P9080,,,,2025-11-10 20:00,,,,,product
,1.0,83,,B1129,,,,,,,,,,,Blueberry,,,,,,25.43,,P9081,,,,2025-11-10 20:00,,,,,product
,1.5,55,,B1129,,,,,,,,,,,Blueberry,,,,,,37.58,,P9082,,,,2025-11-10 20:00,,,,,product
,1.5,114,,B1131,,,,,,,,,,,Strawberry,,,,,,17.51,,P9083,,,,2025-11-07 06:00,,,,,product
,0.5,40,,B1134,,,,,,,,,,,Mango,,,,,,9.7,,P9084,,,,2025-10-28 13:00,,,,,product
,1.5,13,,B1134,,,,,,,,,,,Mango,,,,,,27.41,,P9085,,,,2025-10-28 13:00,,,,,product
,1.0,20,,B1134,,,,,,,,,,,Mango,,,,,,18.03,,P9086,,,,2025-10-28 13:00,,,,,product
,1.5,106,,B1135,,,,,,,,,,,Strawberry,,,,,,18.86,,P9087,,,,2025-11-01 20:00,,,,,product
,0.5,67,,B1136,,,,,,,,,,,Cherry,,,,,,12.61,,P9088,,,,2025-10-25 01:00,,,,,product
,1.0,33,,B1136,,,,,,,,,,,Cherry,,,,,,25.16,,P9089,,,,2025-10-25 01:00,,,,,product
,1.5,22,,B1136,,,,,,,,,,,Cherry,,,,,,35.99,,P9090,,,,2025-10-25 01:00,,,,,product
,1.5,77,,B1140,,,,,,,,,,,Cherry,,,,,,35.23,,P9091,,,,2025-11-07 21:00,,,,,product
,0.5,233,,B1140,,,,,,,,,,,Cherry,,,,,,11.09,,P9092,,,,2025-11-07 21:00,,,,,product
,0.5,66,,B1141,,,,,,,,,,,Cherry,,,,,,11.76,,P9093,,,,2025-11-03 01:00,,,,,product
,1.5,22,,B1141,,,,,,,,,,,Cherry,,,,,,36.52,,P9094,,,,2025-11-03 01:00,,,,,product
,1.5,61,,B1151,,,,,,,,,,,Mango,,,,,,29.37,,P9095,,,,2025-11-15 15:00,,,,,product
,1.0,91,,B1151,,,,,,,,,,,Mango,,,,,,19.38,,P9096,,,,2025-11-15 15:00,,,,,product
,0.5,91,,B1155,,,,,,,,,,,Cherry,,,,,,11.43,,P9097,,,,2025-10-16 22:00,,,,,product
,1.5,30,,B1155,,,,,,,,,,,Cherry,,,,,,35.35,,P9098,,,,2025-10-16 22:00,,,,,product
,1.5,74,,B1158,,,,,,,,,,,Cherry,,,,,,35.35,,P9099,,,,2025-11-10 18:00,,,,,product
,0.5,223,,B1158,,,,,,,,,,,Cherry,,,,,,11.69,,P9100,,,,2025-11-10 18:00,,,,,product
,1.5,18,,B1160,,,,,,,,,,,Blueberry,,,,,,40.83,,P9101,,,,2025-10-30 20:00,,,,,product
,0.5,56,,B1160,,,,,,,,,,,Blueberry,,,,,,13.82,,P9102,,,,2025-10-30 20:00,,,,,product
,1.0,28,,B1160,,,,,,,,,,,Blueberry,,,,,,26.6,,P9103,,,,2025-10-30 20:00,,,,,product
,1.0,34,,B1161,,,,,,,,,,,Apple,,,,,,6.57,,P9104,,,,2025-10-31 18:00,,,,,product
,1.5,23,,B1161,,,,,,,,,,,Apple,,,,,,9.96,,P9105,,,,2025-10-31 18:00,,,,,product
,0.5,69,,B1161,,,,,,,,,,,Apple,,,,,,3.68,,P9106,,,,2025-10-31 18:00,,,,,product
,1.5,30,,B1163,,,,,,,,,,,Blueberry,,,,,,37.94,,P9107,,,,2025-10-28 21:00,,,,,product
,0.5,92,,B1163,,,,,,,,,,,Blueberry,,,,,,13.5,,P9108,,,,2025-10-28 21:00,,,,,product
,1.0,46,,B1163,,,,,,,,,,,Blueberry,,,,,,25.26,,P9109,,,,2025-10-28 21:00,,,,,product
,1.5,13,,B1165,,,,,,,,,,,Cherry,,,,,,35.88,,P9110,,,,2025-11-10 23:00,,,,,product
,0.5,39,,B1165,,,,,,,,,,,Cherry,,,,,,12.93,,P9111,,,,2025-11-10 23:00,,,,,product
,1.0,19,,B1165,,,,,,,,,,,Cherry,,,,,,24.42,,P9112,,,,2025-11-10 23:00,,,,,product
,1.5,33,,B1166,,,,,,,,,,,Blueberry,,,,,,39.18,,P9113,,,,2025-10-26 16:00,,,,,product
,0.5,100,,B1166,,,,,,,,,,,Blueberry,,,,,,12.77,,P9114,,,,2025-10-26 16:00,,,,,product
,0.5,147,,B1168,,,,,,,,,,,Blueberry,,,,,,13.29,,P9115,,,,2025-11-13 21:00,,,,,product
,1.0,73,,B1168,,,,,,,,,,,Blueberry,,,,,,27.13,,P9116,,,,2025-11-13 21:00,,,,,product
,1.5,49,,B1168,,,,,,,,,,,Blueberry,,,,,,40.28,,P9117,,,,2025-11-13 21:00,,,,,product
,1.0,23,,B1174,,,,,,,,,,,Orange,,,,,,6.68,,P9118,,,,2025-11-03 09:00,,,,,product
,0.5,47,,B1174,,,,,,,,,,,Orange,,,,,,2.83,,P9119,,,,2025-11-03 09:00,,,,,product
,1.5,15,,B1174,,,,,,,,,,,Orange,,,,,,9.56,,P9120,,,,2025-11-03 09:00,,,,,product
,0.5,202,,B1175,,,,,,,,,,,Apple,,,,,,3.87,,P9121,,,,2025-11-11 08:00,,,,,product
,0.5,156,,B1176,,,,,,,,,,,Blueberry,,,,,,14.17,,P9122,,,,2025-11-02 23:00,,,,,product
,1.5,52,,B1176,,,,,,,,,,,Blueberry,,,,,,40.09,,P9123,,,,2025-11-02 23:00,,,,,product
,1.0,78,,B1176,,,,,,,,,,,Blueberry,,,,,,26.63,,P9124,,,,2025-11-02 23:00,,,,,product
,1.5,42,,B1177,,,,,,,,,,,Apple,,,,,,7.17,,P9125,,,,2025-10-30 11:00,,,,,product
,1.0,49,,B1179,,,,,,,,,,,Grape,,,,,,16.65,,P9126,,,,2025-11-02 23:00,,,,,product
,0.5,98,,B1179,,,,,,,,,,,Grape,,,,,,8.1,,P9127,,,,2025-11-02 23:00,,,,,product
,1.5,32,,B1179,,,,,,,,,,,Grape,,,,,,23.56,,P9128,,,,2025-11-02 23:00,,,,,product
,0.5,49,,B1182,,,,,,,,,,,Orange,,,,,,3.27,,P9129,,,,2025-10-24 23:00,,,,,product
,1.0,24,,B1182,,,,,,,,,,,Orange,,,,,,6.37,,P9130,,,,2025-10-24 23:00,,,,,product
,1.5,16,,B1182,,,,,,,,,,,Orange,,,,,,11.12,,P9131,,,,2025-10-24 23:00,,,,,product
,1.5,60,,B1183,,,,,,,,,,,Strawberry,,,,,,20.07,,P9132,,,,2025-11-09 10:00,,,,,product
,1.0,90,,B1183,,,,,,,,,,,Strawberry,,,,,,13.81,,P9133,,,,2025-11-09 10:00,,,,,product
,1.5,39,,B1184,,,,,,,,,,,Blueberry,,,,,,40.62,,P9134,,,,2025-10-22 06:00,,,,,product
,1.0,59,,B1184,,,,,,,,,,,Blueberry,,,,,,27.07,,P9135,,,,2025-10-22 06:00,,,,,product
,0.5,112,,B1185,,,,,,,,,,,Apple,,,,,,2.01,,P9136,,,,2025-11-11 10:00,,,,,product
,1.5,37,,B1185,,,,,,,,,,,Apple,,,,,,7.08,,P9137,,,,2025-11-11 10:00,,,,,product
,1.0,56,,B1185,,,,,,,,,,,Apple,,,,,,5.7,,P9138,,,,2025-11-11 10:00,,,,,product
,0.5,400,,B1186,,,,,,,,,,,Mango,,,,,,10.15,,P9139,,,,2025-10-26 18:00,,,,,product
,1.5,40,,B1187,,,,,,,,,,,Mango,,,,,,31.14,,P9140,,,,2025-10-21 02:00,,,,,product
,1.5,70,,B1190,,,,,,,,,,,Strawberry,,,,,,20.44,,P9141,,,,2025-11-09 01:00,,,,,product
,1.5,37,,B1191,,,,,,,,,,,Orange,,,,,,9.32,,P9142,,,,2025-11-03 20:00,,,,,product
,1.5,67,,B1192,,,,,,,,,,,Orange,,,,,,9.15,,P9143,,,,2025-11-01 10:00,,,,,product
,0.5,203,,B1192,,,,,,,,,,,Orange,,,,,,2.64,,P9144,,,,2025-11-01 10:00,,,,,product
,1.5,26,,B1194,,,,,,,,,,,Apple,,,,,,11.26,,P9145,,,,2025-10-22 07:00,,,,,product
,1.0,39,,B1194,,,,,,,,,,,Apple,,,,,,6.62,,P9146,,,,2025-10-22 07:00,,,,,product
,0.5,146,,B1195,,,,,,,,,,,Grape,,,,,,8.78,,P9147,,,,2025-10-23 06:00,,,,,product
,1.5,30,,B1197,,,,,,,,,,,Apple,,,,,,7.47,,P9148,,,,2025-11-12 16:00,,,,,product
,0.5,91,,B1197,,,,,,,,,,,Apple,,,,,,2.65,,P9149,,,,2025-11-12 16:00,,,,,product
,1.5,14,,B1200,,,,,,,,,,,Blueberry,,,,,,39.15,,P9150,,,,2025-11-06 17:00,,,,,product
,0.5,44,,B1200,,,,,,,,,,,Blueberry,,,,,,12.78,,P9151,,,,2025-11-06 17:00,,,,,product
,1.0,22,,B1200,,,,,,,,,,,Blueberry,,,,,,26.29,,P9152,,,,2025-11-06 17:00,,,,,product
,0.5,105,,B1201,,,,,,,,,,,Apple,,,,,,2.7,,P9153,,,,2025-10-21 12:00,,,,,product
,1.5,35,,B1201,,,,,,,,,,,Apple,,,,,,8.95,,P9154,,,,2025-10-21 12:00,,,,,product
,1.5,39,,B1204,,,,,,,,,,,Grape,,,,,,24.07,,P9155,,,,2025-11-10 22:00,,,,,product
,1.0,186,,B1210,,,,,,,,,,,Apple,,,,,,6.23,,P9156,,,,2025-10-17 20:00,,,,,product
,1.0,115,,B1211,,,,,,,,,,,Orange,,,,,,5.48,,P9157,,,,2025-11-02 13:00,,,,,product
,1.5,76,,B1211,,,,,,,,,,,Orange,,,,,,9.34,,P9158,,,,2025-11-02 13:00,,,,,product
,0.5,126,,B1213,,,,,,,,,,,Apple,,,,,,3.34,,P9159,,,,2025-10-24 00:00,,,,,product
,1.5,42,,B1213,,,,,,,,,,,Apple,,,,,,10.76,,P9160,,,,2025-10-24 00:00,,,,,product
,0.5,104,,B1219,,,,,,,,,,,Strawberry,,,,,,5.63,,P9161,,,,2025-11-05 11:00,,,,,product
,1.5,34,,B1219,,,,,,,,,,,Strawberry,,,,,,18.18,,P9162,,,,2025-11-05 11:00,,,,,product
,1.5,74,,B1220,,,,,,,,,,,Apple,,,,,,8.98,,P9163,,,,2025-10-30 07:00,,,,,product
,1.0,111,,B1220,,,,,,,,,,,Apple,,,,,,6.25,,P9164,,,,2025-10-30 07:00,,,,,product
,1.0,58,,B1222,,,,,,,,,,,Cherry,,,,,,23.06,,P9165,,,,2025-11-01 11:00,,,,,product
,1.5,38,,B1222,,,,,,,,,,,Cherry,,,,,,33.08,,P9166,,,,2025-11-01 11:00,,,,,product
,0.5,116,,B1222,,,,,,,,,,,Cherry,,,,,,12.03,,P9167,,,,2025-11-01 11:00,,,,,product
,0.5,112,,B1223,,,,,,,,,,,Apple,,,,,,4.08,,P9168,,,,2025-10-30 09:00,,,,,product
,1.0,56,,B1223,,,,,,,,,,,Apple,,,,,,7.26,,P9169,,,,2025-10-30 09:00,,,,,product
,1.5,15,,B1228,,,,,,,,,,,Apple,,,,,,9.98,,P9170,,,,2025-10-17 09:00,,,,,product
,1.0,22,,B1228,,,,,,,,,,,Apple,,,,,,6.28,,P9171,,,,2025-10-17 09:00,,,,,product
,0.5,45,,B1228,,,,,,,,,,,Apple,,,,,,3.73,,P9172,,,,2025-10-17 09:00,,,,,product
,0.5,88,,B1229,,,,,,,,,,,Orange,,,,,,2.82,,P9173,,,,2025-11-01 13:00,,,,,product
,1.5,29,,B1229,,,,,,,,,,,Orange,,,,,,8.85,,P9174,,,,2025-11-01 13:00,,,,,product
,1.0,44,,B1229,,,,,,,,,,,Orange,,,,,,5.08,,P9175,,,,2025-11-01 13:00,,,,,product
,1.5,20,,B1231,,,,,,,,,,,Cherry,,,,,,35.58,,P9176,,,,2025-10-30 08:00,,,,,product
,1.0,31,,B1231,,,,,,,,,,,Cherry,,,,,,23.5,,P9177,,,,2025-10-30 08:00,,,,,product
,0.5,62,,B1231,,,,,,,,,,,Cherry,,,,,,11.87,,P9178,,,,2025-10-30 08:00,,,,,product
,1.0,56,,B1232,,,,,,,,,,,Strawberry,,,,,,13.63,,P9179,,,,2025-10-23 14:00,,,,,product
,1.5,37,,B1232,,,,,,,,,,,Strawberry,,,,,,19.98,,P9180,,,,2025-10-23 14:00,,,,,product
,1.5,70,,B1233,,,,,,,,,,,Cherry,,,,,,35.51,,P9181,,,,2025-11-11 11:00,,,,,product
,0.5,211,,B1233,,,,,,,,,,,Cherry,,,,,,12.64,,P9182,,,,2025-11-11 11:00,,,,,product
,1.0,47,,B1238,,,,,,,,,,,Apple,,,,,,5.71,,P9183,,,,2025-10-30 20:00,,,,,product
,1.5,31,,B1238,,,,,,,,,,,Apple,,,,,,7.86,,P9184,,,,2025-10-30 20:00,,,,,product
,1.5,53,,B1241,,,,,,,,,,,Strawberry,,,,,,20.55,,P9185,,,,2025-11-06 23:00,,,,,product
,0.5,432,,B1242,,,,,,,,,,,Mango,,,,,,10.35,,P9186,,,,2025-11-04 11:00,,,,,product
,1.5,102,,B1243,,,,,,,,,,,Strawberry,,,,,,19.18,,P9187,,,,2025-11-12 04:00,,,,,product
,0.5,135,,B1247,,,,,,,,,,,Blueberry,,,,,,13.38,,P9188,,,,2025-10-21 21:00,,,,,product
,1.0,67,,B1247,,,,,,,,,,,Blueberry,,,,,,26.63,,P9189,,,,2025-10-21 21:00,,,,,product
,1.0,100,,B1251,,,,,,,,,,,Strawberry,,,,,,12.96,,P9190,,,,2025-11-02 05:00,,,,,product
,1.5,14,,B1256,,,,,,,,,,,Cherry,,,,,,33.1,,P9191,,,,2025-10-26 23:00,,,,,product
,0.5,44,,B1256,,,,,,,,,,,Cherry,,,,,,10.98,,P9192,,,,2025-10-26 23:00,,,,,product
,1.0,22,,B1256,,,,,,,,,,,Cherry,,,,,,23.13,,P9193,,,,2025-10-26 23:00,,,,,product
,1.5,62,,B1259,,,,,,,,,,,Grape,,,,,,22.39,,P9194,,,,2025-10-28 06:00,,,,,product
,1.5,46,,B1260,,,,,,,,,,,Strawberry,,,,,,21.04,,P9195,,,,2025-10-27 22:00,,,,,product
,1.0,69,,B1260,,,,,,,,,,,Strawberry,,,,,,13.86,,P9196,,,,2025-10-27 22:00,,,,,product
,0.5,138,,B1260,,,,,,,,,,,Strawberry,,,,,,7.56,,P9197,,,,2025-10-27 22:00,,,,,product
,1.5,39,,B1266,,,,,,,,,,,Apple,,,,,,11.5,,P9198,,,,2025-11-04 09:00,,,,,product
,0.5,118,,B1266,,,,,,,,,,,Apple,,,,,,4.03,,P9199,,,,2025-11-04 09:00,,,,,product
,1.0,59,,B1266,,,,,,,,,,,Apple,,,,,,7.86,,P9200,,,,2025-11-04 09:00,,,,,product
,0.5,114,,B1267,,,,,,,,,,,Apple,,,,,,3.18,,P9201,,,,2025-11-02 09:00,,,,,product
,1.5,38,,B1267,,,,,,,,,,,Apple,,,,,,9.08,,P9202,,,,2025-11-02 09:00,,,,,product
,1.0,57,,B1267,,,,,,,,,,,Apple,,,,,,6.28,,P9203,,,,2025-11-02 09:00,,,,,product
,1.0,167,,B1271,,,,,,,,,,,Orange,,,,,,5.82,,P9204,,,,2025-10-21 00:00,,,,,product
,1.0,168,,B1272,,,,,,,,,,,Grape,,,,,,17.53,,P9205,,,,2025-11-13 04:00,,,,,product
,1.5,47,,B1273,,,,,,,,,,,Mango,,,,,,29.61,,P9206,,,,2025-10-27 19:00,,,,,product
,0.5,143,,B1273,,,,,,,,,,,Mango,,,,,,10.4,,P9207,,,,2025-10-27 19:00,,,,,product
,1.0,79,,B1277,,,,,,,,,,,Blueberry,,,,,,24.71,,P9208,,,,2025-11-01 14:00,,,,,product
,1.0,83,,B1280,,,,,,,,,,,Mango,,,,,,18.78,,P9209,,,,2025-10-17 19:00,,,,,product
,0.5,166,,B1280,,,,,,,,,,,Mango,,,,,,10.09,,P9210,,,,2025-10-17 19:00,,,,,product
,0.5,242,,B1282,,,,,,,,,,,Grape,,,,,,8.43,,P9211,,,,2025-11-11 08:00,,,,,product
,1.0,121,,B1282,,,,,,,,,,,Grape,,,,,,16.01,,P9212,,,,2025-11-11 08:00,,,,,product
,0.5,122,,B1285,,,,,,,,,,,Orange,,,,,,2.8,,P9213,,,,2025-11-10 17:00,,,,,product
,1.0,61,,B1285,,,,,,,,,,,Orange,,,,,,5.94,,P9214,,,,2025-11-10 17:00,,,,,product
,1.5,40,,B1285,,,,,,,,,,,Orange,,,,,,9.84,,P9215,,,,2025-11-10 17:00,,,,,product
,1.0,82,,B1286,,,,,,,,,,,Cherry,,,,,,22.47,,P9216,,,,2025-11-09 22:00,,,,,product
,0.5,165,,B1286,,,,,,,,,,,Cherry,,,,,,12.31,,P9217,,,,2025-11-09 22:00,,,,,product
,1.0,56,,B1287,,,,,,,,,,,Apple,,,,,,7.0,,P9218,,,,2025-10-19 00:00,,,,,product
,1.0,88,,B1288,,,,,,,,,,,Strawberry,,,,,,14.04,,P9219,,,,2025-10-19 18:00,,,,,product
,1.5,58,,B1290,,,,,,,,,,,Apple,,,,,,9.71,,P9220,,,,2025-10-23 13:00,,,,,product
,1.0,81,,B1304,,,,,,,,,,,Cherry,,,,,,23.85,,P9221,,,,2025-11-01 00:00,,,,,product
,0.5,167,,B1305,,,,,,,,,,,Orange,,,,,,4.16,,P9222,,,,2025-11-10 09:00,,,,,product
,1.5,55,,B1305,,,,,,,,,,,Orange,,,,,,10.39,,P9223,,,,2025-11-10 09:00,,,,,product
,1.0,31,,B1306,,,,,,,,,,,Strawberry,,,,,,11.67,,P9224,,,,2025-11-10 14:00,,,,,product
,1.5,21,,B1306,,,,,,,,,,,Strawberry,,,,,,17.73,,P9225,,,,2025-11-10 14:00,,,,,product
,1.5,90,,B1308,,,,,,,,,,,Mango,,,,,,28.37,,P9226,,,,2025-11-11 22:00,,,,,product
,1.0,107,,B1310,,,,,,,,,,,Strawberry,,,,,,14.07,,P9227,,,,2025-11-09 17:00,,,,,product
,0.5,250,,B1312,,,,,,,,,,,Orange,,,,,,2.64,,P9228,,,,2025-11-08 01:00,,,,,product
,1.5,83,,B1312,,,,,,,,,,,Orange,,,,,,7.99,,P9229,,,,2025-11-08 01:00,,,,,product
